EX_C6_rev_ub,EX_C2_rev_ub,EX_N_rev_ub,EX_bm,R_C3_C,R_C6_C6x,R_C6x_C3,R_bm_prod,EX_C_fwd,EX_C_rev,EX_C2_fwd,EX_C2_rev,EX_C6_fwd,EX_C6_rev,EX_N_fwd,EX_N_rev,R_C2_C3_fwd,R_C2_C3_rev,R_C6x_C6xx_fwd,R_C6x_C6xx_rev,t_C_fwd,t_C_rev,t_C2_fwd,t_C2_rev,t_C6_fwd,t_C6_rev,t_N_fwd,t_N_rev
11.42805189379827,8.577781093502292,15.6084651306307,9.143789949669333,1.1432546675900663,11.42805189379827,2.284261944128936,9.143789949669333,3.4297640027701988,0.0,0.0,8.577781093502292,0.0,11.42805189379827,0.0,9.143789949669333,2.859260364500764,0.0,9.143789949669333,0.0,0.0,3.4297640027701988,8.577781093502292,0.0,11.42805189379827,0.0,9.143789949669333,0.0
4.121964642790035,16.2664250271464,22.236899558403028,4.121964642790035,0.6869941071316723,4.121964642790035,0.0,4.121964642790035,2.060982321395017,0.0,0.0,7.213438124882559,0.0,4.121964642790035,0.0,4.121964642790034,2.4044793749608533,0.0,4.121964642790035,0.0,0.0,2.060982321395017,7.213438124882559,0.0,4.121964642790035,0.0,4.121964642790034,0.0
13.069450678023514,3.204591130376393,14.058072710277964,9.136061166790563,0.8671119425929352,13.069450678023514,3.9333895112329516,9.136061166790563,2.6013358277788057,0.0,0.0,3.204591130376393,0.0,13.069450678023514,0.0,9.136061166790562,1.0681970434587977,0.0,9.136061166790563,0.0,0.0,2.6013358277788057,3.204591130376393,0.0,13.069450678023514,0.0,9.136061166790562,0.0
6.555456232441863,4.999933533728007,25.726056546939613,5.261033257832812,0.6611017138706268,6.555456232441863,1.2944229746090503,5.261033257832812,1.9833051416118803,0.0,0.0,4.999933533728007,0.0,6.555456232441863,0.0,5.261033257832809,1.666644511242669,0.0,5.261033257832812,0.0,0.0,1.9833051416118803,4.999933533728007,0.0,6.555456232441863,0.0,5.261033257832809,0.0
19.931139850789105,0.8911276490086606,23.22434800672986,13.13346643281465,1.0559655024733658,19.931139850789105,6.797673417974455,13.13346643281465,3.1678965074200973,0.0,0.0,0.8911276490086606,0.0,19.931139850789105,0.0,13.133466432814648,0.2970425496695535,0.0,13.13346643281465,0.0,0.0,3.1678965074200973,0.8911276490086606,0.0,19.931139850789105,0.0,13.133466432814648,0.0
12.063812219363701,7.6321197183823575,7.657691883481309,7.657691883481309,0.5890532218062546,11.781064436125092,4.123372552643782,7.657691883481309,1.7671596654187638,0.0,0.0,0.0,0.0,11.781064436125092,0.0,7.657691883481309,0.0,0.0,7.65769188348131,0.0,0.0,1.7671596654187638,0.0,0.0,11.781064436125092,0.0,7.657691883481309,0.0
13.49929694269912,9.136623021166113,18.518260107814058,10.60186761698765,1.2840730485460299,13.49929694269912,2.897429325711469,10.60186761698765,3.85221914563809,0.0,0.0,9.136623021166113,0.0,13.49929694269912,0.0,10.601867616987647,3.045541007055371,0.0,10.60186761698765,0.0,0.0,3.85221914563809,9.136623021166113,0.0,13.49929694269912,0.0,10.601867616987647,0.0
13.236926401047022,2.659562894244256,20.731620976487743,9.135914739529415,0.8391505130019681,13.236926401047022,4.101011661517607,9.135914739529415,2.5174515390059042,0.0,0.0,2.659562894244256,0.0,13.236926401047022,0.0,9.135914739529415,0.8865209647480854,0.0,9.135914739529415,0.0,0.0,2.5174515390059042,2.659562894244256,0.0,13.236926401047022,0.0,9.135914739529415,0.0
19.648264980223818,19.387763208098377,16.55982415476114,16.55982415476115,2.2452305548830793,19.648264980223818,3.088440825462671,16.55982415476115,6.735691664649238,0.0,0.0,18.94225958807833,0.0,19.648264980223818,0.0,16.55982415476114,6.314086529359443,0.0,16.55982415476115,0.0,0.0,6.735691664649238,18.94225958807833,0.0,19.648264980223818,0.0,16.55982415476114,0.0
0.8852126572924179,0.08110288316814929,3.6172582303266143,0.5916088038737015,0.049667491742497516,0.8852126572924179,0.2936038534187164,0.5916088038737015,0.14900247522749255,0.0,0.0,0.08110288316814929,0.0,0.8852126572924179,0.0,0.5916088038737015,0.027034294389383096,0.0,0.5916088038737015,0.0,0.0,0.14900247522749255,0.08110288316814929,0.0,0.8852126572924179,0.0,0.5916088038737015,0.0
